gene,composite_rank,decile,stratum,batch_no
FAM199X,15025.5,5,5,6
RIC1,14690.0,5,5,6
PLK2,14776.5,5,5,6
TMED5,14406.5,5,5,6
CHD1L,14688.5,5,5,6
TAF4,14368.0,5,5,6
IL1B,14073.5,5,5,6
LYZL1,14285.5,5,5,6
RNF170,15208.0,5,5,6
PCNXL3,15073.5,5,5,6
HP1BP3,14585.5,5,5,6
FSD1,14352.5,5,5,6
MRPL46,13527.5,5,5,6
EEF1D,13665.5,5,5,6
OR4P4,14369.5,5,5,6
STAG3,13776.5,5,5,6
C10orf88,14934.5,5,5,6
RNF148,14916.0,5,5,6
ARFGAP3,14161.5,5,5,6
HIST1H2BF,14092.5,5,5,6
NDUFB8,13849.5,5,5,6
THEMIS,14084.5,5,5,6
ACSM2B,14815.5,5,5,6
WBSCR27,14875.5,5,5,6
UST,14730.5,5,5,6
KY,14690.5,5,5,6
DNASE1L2,13375.5,5,5,6
HOXA11,14406.5,5,5,6
GRSF1,15040.5,5,5,6
NHLH1,14723.5,5,5,6
PTBP3,13451.5,5,5,6
OSCP1,13883.5,5,5,6
RECQL,13687.5,5,5,6
PPFIA3,14003.5,5,5,6
C3orf33,13772.5,5,5,6
ZGPAT,14034.5,5,5,6
POLR2K,14576.5,5,5,6
CORO7,13693.5,5,5,6
RYR2,14713.5,5,5,6
PHLDA2,14704.5,5,5,6
FSCN2,14296.0,5,5,6
YARS2,14539.0,5,5,6
GOLGA8M,14040.5,5,5,6
PGLS,14457.5,5,5,6
HECTD1,13364.5,5,5,6
HIST1H2AE,13471.5,5,5,6
JTB,14962.5,5,5,6
PLXDC1,13749.5,5,5,6
C1QA,14113.5,5,5,6
CXXC1,13451.5,5,5,6
CCDC79,13934.5,5,5,6
BRWD1,14721.5,5,5,6
VNN2,13876.5,5,5,6
PLEKHB1,14682.5,5,5,6
ZNF580,14420.5,5,5,6
RTP4,14388.5,5,5,6
KRTAP22-2,14911.5,5,5,6
ATP2B1,14921.5,5,5,6
TRMT13,14635.5,5,5,7
PPP1R3B,14118.5,5,5,7
IL1A,13732.5,5,5,7
RET,15126.5,5,5,7
DMRT2,14751.5,5,5,7
HIST1H4H,13535.5,5,5,7
CIR1,14854.5,5,5,7
RAD21,15009.5,5,5,7
RFX7,14943.5,5,5,7
LCE2B,13491.5,5,5,7
POTEF,14843.5,5,5,7
UCHL3,14561.5,5,5,7
HNF4G,14969.5,5,5,7
IVNS1ABP,13621.5,5,5,7
DDX3Y,14503.5,5,5,7
COL5A3,14498.5,5,5,7
PIP4K2C,13839.5,5,5,7
RPS15A,14865.5,5,5,7
ADAMTS2,13372.5,5,5,7
MRPL18,14741.5,5,5,7
C15orf61,14841.5,5,5,7
GABPB1,14487.0,5,5,7
ARHGDIA,14047.5,5,5,7
SELPLG,13677.5,5,5,7
MYO1G,14830.5,5,5,7
CHRNB2,13495.5,5,5,7
CGB5,14586.5,5,5,7
CCR4,14591.5,5,5,7
MPL,13352.5,5,5,7
NBN,13388.5,5,5,7
CYP20A1,14061.5,5,5,7
WBP4,14702.0,5,5,7
TMEM229B,14942.5,5,5,7
FNBP4,14858.0,5,5,7
TNFRSF1B,13577.5,5,5,7
TSPAN2,14379.5,5,5,7
USP17L29,15158.5,5,5,7
ZFP36L1,14442.5,5,5,7
FAM132B,14466.5,5,5,7
RPRML,13946.5,5,5,7
FAM208A,14103.5,5,5,7
DEFB103A,13657.5,5,5,7
LACRT,14693.5,5,5,7
TMEM218,13841.5,5,5,7
SDR16C5,13671.5,5,5,7
TMEM126A,14685.5,5,5,7
BDKRB1,14304.5,5,5,7
MDFI,15146.5,5,5,7
SLC25A23,14374.5,5,5,7
ZNF547,14721.5,5,5,7
STEAP1B,14155.5,5,5,7
TDRD5,15201.5,5,5,7
KTN1,14089.5,5,5,7
TCFL5,14915.5,5,5,7
ZCCHC4,14330.5,5,5,7
ATRN,14091.5,5,5,7
SNAPC4,14233.5,5,5,7
PTCD2,15034.5,5,5,7
COX7B,13667.5,5,5,7
ACAP2,13587.5,5,5,7
LAMP1,14070.0,5,5,8
CCL28,14140.5,5,5,8
EEPD1,14698.5,5,5,8
CSTF3,14258.0,5,5,8
ADA,14543.5,5,5,8
ACTR2,14261.0,5,5,8
METTL10,14338.5,5,5,8
PIGU,13529.5,5,5,8
ANKRD36,14124.5,5,5,8
C9orf131,14527.5,5,5,8
LRRC61,14093.5,5,5,8
NAPB,13657.5,5,5,8
STX18,14819.5,5,5,8
LRRC36,13548.5,5,5,8
CDC26,13942.5,5,5,8
ZFAND3,15026.5,5,5,8
HIST1H4B,14243.5,5,5,8
LRRC30,13637.5,5,5,8
BMS1,14468.5,5,5,8
JADE3,14246.5,5,5,8
USP36,14218.0,5,5,8
ALDH1L2,13327.5,5,5,8
IQCF2,14388.5,5,5,8
SEL1L3,15091.5,5,5,8
KCNH3,13381.5,5,5,8
SPATA31D1,13805.5,5,5,8
FBXO38,15025.5,5,5,8
OR10A5,13764.5,5,5,8
TINAGL1,14681.5,5,5,8
CEACAM8,13990.5,5,5,8
HSPG2,14015.5,5,5,8
PSG9,13775.5,5,5,8
INTS8,13375.5,5,5,8
VAMP7,14467.5,5,5,8
MRPS12,13380.5,5,5,8
ERICH2,15199.5,5,5,8
PAX1,14975.5,5,5,8
ORAI2,13476.5,5,5,8
DSCR3,13563.5,5,5,8
ZNF761,13671.5,5,5,8
SDF2L1,14760.5,5,5,8
PLBD2,14574.5,5,5,8
RPL32,13676.5,5,5,8
TRIM43B,15077.5,5,5,8
ARHGEF37,14305.5,5,5,8
CDCA4,15103.5,5,5,8
LHFPL2,13422.5,5,5,8
RPL12,14843.5,5,5,8
PRDX5,14782.5,5,5,8
TRIP13,13732.5,5,5,8
CTSO,14169.5,5,5,8
MILR1,14756.5,5,5,8
ARL13A,15092.5,5,5,8
SHISA8,14350.5,5,5,8
FBXO17,14344.5,5,5,8
CD68,14130.5,5,5,8
PABPC4L,14131.5,5,5,8
ASB6,13845.5,5,5,8
ZC3H8,14460.5,5,5,8
PRDM4,13844.5,5,5,8
KIAA2022,15189.5,5,5,9
ATG3,13709.5,5,5,9
KRT14,14447.5,5,5,9
PRR13,14731.5,5,5,9
RCSD1,14847.5,5,5,9
NCKIPSD,14558.5,5,5,9
APAF1,14113.5,5,5,9
AQP7,13711.5,5,5,9
FAM118A,13632.5,5,5,9
WDR46,13519.5,5,5,9
SSB,14594.5,5,5,9
CST6,14391.5,5,5,9
SLC25A46,13447.5,5,5,9
BPNT1,13758.5,5,5,9
TNPO3,15197.5,5,5,9
EIF4A1,14063.0,5,5,9
TMPRSS9,14250.5,5,5,9
LCE3D,14898.5,5,5,9
PALB2,14260.5,5,5,9
ZNF70,13723.5,5,5,9
PTPRH,14884.5,5,5,9
GDPD1,14822.5,5,5,9
PLCD1,13475.5,5,5,9
CRACR2A,14458.5,5,5,9
LCK,13611.5,5,5,9
ITM2C,15161.5,5,5,9
LTA4H,13618.5,5,5,9
TSPAN3,14308.5,5,5,9
RCAN2,14306.5,5,5,9
CD40,13602.5,5,5,9
RPS14,14541.5,5,5,9
COL18A1,14586.5,5,5,9
WBSCR16,13509.5,5,5,9
FNIP1,13534.5,5,5,9
IMP3,14076.5,5,5,9
SDC4,14160.5,5,5,9
IMPDH1,14033.5,5,5,9
RAD52,14140.5,5,5,9
NME8,14846.5,5,5,9
CCDC132,15215.5,5,5,9
TAF1A,13989.5,5,5,9
MRPL54,13968.5,5,5,9
HOXD11,13571.5,5,5,9
BIRC6,14578.0,5,5,9
SEC22A,14893.5,5,5,9
EGR3,14828.5,5,5,9
PPME1,14061.5,5,5,9
WFIKKN1,14145.5,5,5,9
CCDC88A,15000.5,5,5,9
RAB4B,14242.5,5,5,9
PAPL,13647.5,5,5,9
FBP1,14893.5,5,5,9
SMIM7,14425.5,5,5,9
MAPK10,15016.5,5,5,9
OR5V1,14675.5,5,5,9
LOC100505478,15095.5,5,5,9
CNTLN,14297.5,5,5,9
FIBCD1,14853.0,5,5,9
MRPL9,14881.5,5,5,9
C4orf29,14072.5,5,5,9
GJA10,13335.5,5,5,10
ATAD5,15070.0,5,5,10
GRIA4,13965.5,5,5,10
TRAPPC11,14431.0,5,5,10
EIF2B2,13662.5,5,5,10
CBX3,14975.0,5,5,10
PLA2G4E,14397.5,5,5,10
MSANTD3,15202.5,5,5,10
ZBED3,15186.5,5,5,10
MYL6,13853.5,5,5,10
CDH3,14497.5,5,5,10
PEX16,14783.5,5,5,10
BCL2L12,14634.5,5,5,10
GADD45G,14556.5,5,5,10
TBCD,14406.5,5,5,10
TRIM39,14118.5,5,5,10
COPE,13774.5,5,5,10
CNBD1,14258.5,5,5,10
DDX46,13928.5,5,5,10
TM4SF18,14447.5,5,5,10
MRPS17,14330.5,5,5,10
IKBIP,14639.5,5,5,10
OR1A2,14402.5,5,5,10
EIF2S3,14555.5,5,5,10
FAM229B,13618.5,5,5,10
TRIM64C,14711.5,5,5,10
QSOX2,13995.5,5,5,10
CEP290,15125.5,5,5,10
B3GAT3,14701.5,5,5,10
SLC35D1,14865.5,5,5,10
MUC1,14173.5,5,5,10
COLQ,13506.5,5,5,10
FJX1,14860.5,5,5,10
ZNF124,13953.5,5,5,10
CFAP74,13754.5,5,5,10
TMEM225,15050.5,5,5,10
TMEM161B,14014.5,5,5,10
C1QL3,15016.5,5,5,10
TBCA,14650.0,5,5,10
WBP1,13367.5,5,5,10
ANXA13,14366.0,5,5,10
ZG16,14759.5,5,5,10
MCTP2,13511.5,5,5,10
LRFN4,15163.5,5,5,10
COX7A1,14846.5,5,5,10
HSPB3,13351.5,5,5,10
ZNF219,15091.5,5,5,10
SMAGP,13551.5,5,5,10
C14orf79,15212.5,5,5,10
TMPRSS6,14163.5,5,5,10
WDR43,14201.5,5,5,10
C11orf30,14434.0,5,5,10
CHODL,14099.5,5,5,10
DCDC2,15087.5,5,5,10
SH2D4A,13828.5,5,5,10
CHIA,15036.5,5,5,10
OR1E2,13459.5,5,5,10
SLC22A6,13566.5,5,5,10
FANCD2OS,14115.5,5,5,10
AKT1,13490.5,5,5,10
ADAM10,15250.5,6,6,1
SLC25A32,16026.0,6,6,1
SCGB1A1,15401.5,6,6,1
POTEA,15530.5,6,6,1
MTM1,16482.0,6,6,1
C5orf45,15236.5,6,6,1
SGOL2,15858.5,6,6,1
ADAM23,15642.5,6,6,1
HPGD,15860.5,6,6,1
CBL,15359.5,6,6,1
ANKRD10,15725.5,6,6,1
SAMD14,16090.5,6,6,1
ARHGAP10,16540.5,6,6,1
UNC5B,15519.5,6,6,1
PLG,16933.5,6,6,1
RAPGEF3,16884.5,6,6,1
SLC7A14,16107.5,6,6,1
SNX14,15835.5,6,6,1
TNFRSF11A,15648.5,6,6,1
ZNRF4,15700.5,6,6,1
NUDT17,16318.5,6,6,1
ZBED4,15534.5,6,6,1
UNC13B,16378.5,6,6,1
SERP1,15293.5,6,6,1
SF1,15462.0,6,6,1
LRRC7,16527.5,6,6,1
TM4SF19,15945.5,6,6,1
CINP,16589.5,6,6,1
PKD2L1,15240.5,6,6,1
DDIT4,15337.5,6,6,1
HMHA1,16231.5,6,6,1
DDI1,15348.5,6,6,1
SMIM8,16082.5,6,6,1
UBE2C,15899.5,6,6,1
HSPA8,16852.5,6,6,1
KCTD7,15422.5,6,6,1
ABCD3,15815.5,6,6,1
PPARA,16732.5,6,6,1
NIP7,15220.5,6,6,1
PIGY,16978.5,6,6,1
SAA1,16059.5,6,6,1
CBWD2,15899.5,6,6,1
TMEM8C,15707.5,6,6,1
NLRP4,16581.5,6,6,1
F2RL1,16594.5,6,6,1
PCGF3,16519.5,6,6,1
TSPAN18,15987.5,6,6,1
HADHB,16846.5,6,6,1
SLC5A11,16118.5,6,6,1
SCARF1,15762.5,6,6,1
GOLGA8K,15227.5,6,6,1
SSH3,16400.5,6,6,1
APOL3,16693.5,6,6,1
RAP1GDS1,16284.0,6,6,1
KCTD11,16161.5,6,6,1
BYSL,15565.5,6,6,1
USP47,16272.5,6,6,1
PROSC,16346.5,6,6,1
OPRM1,16988.5,6,6,1
RAD9A,15800.5,6,6,1
GAREML,15840.0,6,6,2
AMIGO3,15978.5,6,6,2
OR2M4,15735.5,6,6,2
SIT1,16450.5,6,6,2
PRELP,15859.5,6,6,2
TMEM256,16098.5,6,6,2
C1orf194,15989.5,6,6,2
WEE2,16429.5,6,6,2
NEFM,15497.5,6,6,2
RAB1B,16882.5,6,6,2
ARL6IP5,16581.5,6,6,2
SERPINB10,16782.5,6,6,2
KLHDC4,15849.5,6,6,2
RPS18,15990.5,6,6,2
PDE5A,15780.5,6,6,2
GTSE1,16914.0,6,6,2
PTPN4,16417.5,6,6,2
SEC22C,15392.5,6,6,2
SETDB2,15263.5,6,6,2
TSPAN6,16478.5,6,6,2
NAA20,16959.0,6,6,2
ING2,16213.5,6,6,2
CNTROB,16340.5,6,6,2
XRCC4,16863.5,6,6,2
PCNX,15998.5,6,6,2
PANX1,16831.5,6,6,2
FAM184A,16955.5,6,6,2
RILPL1,16917.5,6,6,2
CYP4V2,16737.5,6,6,2
KRTAP4-4,16703.5,6,6,2
MFSD5,16880.0,6,6,2
LOC79999,15925.5,6,6,2
UCN3,15556.5,6,6,2
OR11H12,16590.5,6,6,2
HLA-E,16236.5,6,6,2
ICAM4,15949.5,6,6,2
PSMB6,16773.0,6,6,2
SIPA1,16778.5,6,6,2
AP5Z1,16031.5,6,6,2
C6orf136,15552.5,6,6,2
TGDS,16265.5,6,6,2
GLIS3,16625.5,6,6,2
DUSP14,16022.5,6,6,2
LYRM2,16957.0,6,6,2
CYP39A1,16351.5,6,6,2
NDUFS2,15644.5,6,6,2
CCDC28A,16131.5,6,6,2
FBXO36,15869.5,6,6,2
MST1L,16209.5,6,6,2
ZYX,16648.0,6,6,2
CYSLTR1,16361.5,6,6,2
UTS2,16352.5,6,6,2
VGLL4,16067.5,6,6,2
LRRC57,16831.5,6,6,2
A2ML1,15306.5,6,6,2
GLYATL2,16063.0,6,6,2
PHF14,15608.5,6,6,2
PRAMEF9,15603.0,6,6,2
SLC34A2,15890.5,6,6,2
TMEM240,16276.5,6,6,2
RPP21,16591.5,6,6,3
SLC25A29,16275.5,6,6,3
PDCL3,15478.5,6,6,3
C10orf76,16957.5,6,6,3
OXCT2,16367.0,6,6,3
TNIP1,15571.5,6,6,3
GMDS,16638.5,6,6,3
LITAF,15432.5,6,6,3
NSMF,16716.5,6,6,3
IYD,16961.5,6,6,3
SH3BP2,15922.5,6,6,3
ROBO3,15459.5,6,6,3
CSRNP2,16586.5,6,6,3
SH3RF2,16204.5,6,6,3
GLP1R,15278.5,6,6,3
LAMA1,16766.5,6,6,3
UBASH3B,15672.5,6,6,3
SLFN13,15827.5,6,6,3
FGFBP2,16790.5,6,6,3
DUOX1,16220.5,6,6,3
HIST1H3C,15588.5,6,6,3
PPP1R27,16347.5,6,6,3
TTC37,16711.5,6,6,3
CCDC138,16497.5,6,6,3
GCGR,16157.5,6,6,3
BMPR1A,16971.0,6,6,3
MORF4L1,16458.5,6,6,3
XAGE2,16890.5,6,6,3
RBM10,15222.0,6,6,3
OR5K2,16258.5,6,6,3
PIM2,15401.5,6,6,3
SEC62,15414.5,6,6,3
B3GNT4,15432.5,6,6,3
PLEKHF1,16826.5,6,6,3
CREG2,16071.5,6,6,3
ZMYM4,16739.5,6,6,3
NDC80,15704.5,6,6,3
SLC12A5,15802.5,6,6,3
ANKRD34B,15836.5,6,6,3
PHOSPHO1,15506.5,6,6,3
HIST1H3E,16355.5,6,6,3
LAT2,15825.0,6,6,3
LGI1,15398.5,6,6,3
ZNF786,16521.5,6,6,3
PLEKHO2,15801.5,6,6,3
DEGS2,16131.0,6,6,3
KRTAP3-2,15713.5,6,6,3
OR6X1,16444.5,6,6,3
RPLP1,16747.5,6,6,3
UQCR10,15671.5,6,6,3
SLC35A2,15839.0,6,6,3
SP7,16330.5,6,6,3
CISD3,16325.5,6,6,3
GCC2,16695.0,6,6,3
PTBP1,15918.5,6,6,3
LTBP3,15459.5,6,6,3
CORO2B,16155.5,6,6,3
ABCC12,16964.5,6,6,3
ZNHIT6,16352.0,6,6,3
RNF167,15736.5,6,6,3
TNKS2,15971.5,6,6,4
HTR3C,15922.5,6,6,4
KIAA0556,16493.5,6,6,4
ATAD2,16210.5,6,6,4
TKTL1,16694.5,6,6,4
PCDH9,16206.0,6,6,4
PAPOLA,15760.5,6,6,4
LRRC34,16032.0,6,6,4
RLN3,15225.5,6,6,4
RFX4,15941.5,6,6,4
OR52H1,16587.5,6,6,4
MICAL1,16496.5,6,6,4
ZCCHC3,15654.5,6,6,4
PARP11,15777.5,6,6,4
TPPP2,15510.5,6,6,4
TSTA3,16926.5,6,6,4
BLVRB,15477.5,6,6,4
LIG4,16573.5,6,6,4
FN3K,15748.5,6,6,4
KRTAP10-9,15392.5,6,6,4
GAS2L2,15595.5,6,6,4
ZNF829,16376.5,6,6,4
LURAP1L,16088.5,6,6,4
TOM1L2,16910.5,6,6,4
KIAA1958,15722.5,6,6,4
GPN3,15458.0,6,6,4
ADAM12,15468.5,6,6,4
SFXN5,15957.5,6,6,4
PHF1,16930.5,6,6,4
PSG11,16745.5,6,6,4
CD58,16080.0,6,6,4
PRSS57,16572.5,6,6,4
RPP30,15339.0,6,6,4
CCDC116,15822.5,6,6,4
OSGEPL1,15350.5,6,6,4
OCIAD2,16012.5,6,6,4
ZNF717,16779.5,6,6,4
ZNF76,16440.0,6,6,4
YPEL5,15589.5,6,6,4
CCDC136,16882.5,6,6,4
BTBD11,16354.5,6,6,4
SLC44A3,16367.5,6,6,4
OR1M1,15644.5,6,6,4
AGRP,16103.5,6,6,4
PTX4,16959.5,6,6,4
RPS16,15360.0,6,6,4
PRIMA1,15785.5,6,6,4
TBC1D8B,16454.5,6,6,4
ALG10,16745.0,6,6,4
HIST1H3G,16779.5,6,6,4
SYBU,16550.5,6,6,4
SNRNP25,16564.5,6,6,4
TAAR8,16017.5,6,6,4
NKAIN4,15699.5,6,6,4
ACP1,15651.5,6,6,4
GABRB2,15846.5,6,6,4
TBX1,16794.5,6,6,4
TMEM198,15701.5,6,6,4
DNAH1,15860.5,6,6,4
ARHGAP22,16331.5,6,6,4
NFIC,16495.5,6,6,5
ESRRG,16020.5,6,6,5
LRRC46,16482.5,6,6,5
SLC2A7,16022.0,6,6,5
PGGT1B,15850.5,6,6,5
MSMB,15463.5,6,6,5
MRPS14,16607.5,6,6,5
MROH6,15603.5,6,6,5
PRAMEF14,15335.5,6,6,5
EMC9,16495.0,6,6,5
SLCO4A1,15545.5,6,6,5
CDK2,15603.5,6,6,5
AHNAK2,16947.5,6,6,5
ACTRT3,15471.5,6,6,5
GABRG2,16437.5,6,6,5
SPP1,16754.5,6,6,5
CRISPLD1,16765.5,6,6,5
MOB1A,15986.5,6,6,5
MS4A1,15220.5,6,6,5
CLASP1,16882.5,6,6,5
SERPINB5,15921.0,6,6,5
PPP2R5D,16080.5,6,6,5
RPL27,15347.5,6,6,5
PPP1R14D,16569.5,6,6,5
HAUS2,16570.5,6,6,5
NDUFA12,15810.5,6,6,5
MRPL20,16940.0,6,6,5
2023-03-05 00:00:00,15834.5,6,6,5
MACC1,15439.5,6,6,5
GLDC,16566.5,6,6,5
CRYZL1,16325.5,6,6,5
SOAT1,16499.5,6,6,5
IFNK,16089.5,6,6,5
UBQLN4,15711.5,6,6,5
HSPA4L,16316.5,6,6,5
KRT19,16945.5,6,6,5
INPP5A,16677.5,6,6,5
PROX2,16038.5,6,6,5
ZNF600,15460.5,6,6,5
USP17L4,16884.5,6,6,5
EYA1,16001.5,6,6,5
PHLDB1,15873.0,6,6,5
RAB6C,16137.5,6,6,5
GLIPR1L2,15561.5,6,6,5
VENTX,15629.5,6,6,5
TTI2,16814.0,6,6,5
SHBG,16845.5,6,6,5
TMC1,15652.5,6,6,5
UGGT1,15641.5,6,6,5
PARP2,16541.5,6,6,5
LGALS14,16247.5,6,6,5
PROX1,16797.5,6,6,5
ADCY4,16383.5,6,6,5
PIK3C2A,15808.5,6,6,5
GRIN1,15408.5,6,6,5
OR5B17,16153.5,6,6,5
TP53INP2,16963.0,6,6,5
FBXO5,16733.5,6,6,5
DCTN5,15980.5,6,6,5
USP32,16061.5,6,6,5
BCR,15461.5,6,6,6
MNAT1,15675.5,6,6,6
SLC35F4,16371.5,6,6,6
ATP13A1,16210.5,6,6,6
GDF5,16478.5,6,6,6
KAT8,16154.0,6,6,6
PSMG3,15756.5,6,6,6
SLC25A2,16677.5,6,6,6
TEK,15605.5,6,6,6
OVOL1,16671.5,6,6,6
GNG2,16309.5,6,6,6
AXIN1,16457.0,6,6,6
NSMCE1,16346.0,6,6,6
WFS1,16240.5,6,6,6
GMNC,15286.5,6,6,6
MYPN,15563.5,6,6,6
NEUROG2,15789.5,6,6,6
TRAPPC6A,15728.5,6,6,6
GSK3B,15278.5,6,6,6
ZNF669,15495.5,6,6,6
ITGAL,15442.5,6,6,6
ZNF705A,16267.5,6,6,6
OR4K17,16415.5,6,6,6
TTC31,16041.5,6,6,6
CCL19,15399.5,6,6,6
PCDHGA12,16693.5,6,6,6
CHD7,15641.0,6,6,6
FUT3,15457.5,6,6,6
GSTM5,16877.5,6,6,6
HMCN1,15815.5,6,6,6
LRIT1,16979.5,6,6,6
LHX9,15530.5,6,6,6
ARPP21,16173.5,6,6,6
SPATA31A5,16358.5,6,6,6
GSTK1,16102.5,6,6,6
HSD17B6,15517.0,6,6,6
PLK1,16571.5,6,6,6
DEF6,15770.5,6,6,6
CC2D2B,15305.5,6,6,6
POLA1,16543.5,6,6,6
WDR92,16771.0,6,6,6
ACTL9,16042.0,6,6,6
PMF1,16464.5,6,6,6
SERPIND1,15831.5,6,6,6
KRT23,15942.5,6,6,6
SRP9,16152.5,6,6,6
CCDC58,15315.5,6,6,6
COL25A1,16606.5,6,6,6
DAAM2,16645.0,6,6,6
DEAF1,16897.5,6,6,6
VCX3A,16233.5,6,6,6
KDELR2,16078.5,6,6,6
C5orf52,15491.5,6,6,6
FABP9,16030.5,6,6,6
UBTF,16942.0,6,6,6
CD1E,16846.5,6,6,6
AARSD1,15913.5,6,6,6
FCGR3A,16593.5,6,6,6
DEFB114,16385.5,6,6,6
LYPD3,16497.0,6,6,6
PTGIS,16836.5,6,6,7
ANKRD1,16780.5,6,6,7
IFNA5,15272.5,6,6,7
UGT1A10,16125.5,6,6,7
HPS3,16218.5,6,6,7
ARHGAP31,16285.0,6,6,7
RSBN1L,15222.5,6,6,7
MOXD1,15774.5,6,6,7
ADAM29,15685.5,6,6,7
PBX3,16415.5,6,6,7
RGS7,15734.5,6,6,7
ZNF517,16712.5,6,6,7
MSRB2,16343.5,6,6,7
MAP2K1,16905.0,6,6,7
RBM15,16868.0,6,6,7
DNALI1,16895.5,6,6,7
SLC6A9,16127.0,6,6,7
COL21A1,16721.5,6,6,7
TMEM194A,15553.5,6,6,7
USP2,16754.5,6,6,7
FRS3,16891.0,6,6,7
C14orf2,16283.5,6,6,7
EIF3K,16629.5,6,6,7
AIMP2,15430.5,6,6,7
ZNF781,16618.5,6,6,7
TCF25,16868.5,6,6,7
IGFBP6,16742.5,6,6,7
BCL6B,15479.5,6,6,7
MSS51,16283.5,6,6,7
ZNF695,15649.0,6,6,7
MST1R,15779.5,6,6,7
PSMA7,15914.5,6,6,7
HS3ST6,15433.5,6,6,7
KITLG,15416.5,6,6,7
ZNF20,15326.5,6,6,7
FAM229A,16506.5,6,6,7
POLR3K,16506.5,6,6,7
SCUBE3,15417.5,6,6,7
COX4I2,16886.5,6,6,7
C2orf70,16434.5,6,6,7
SH3RF3,16740.5,6,6,7
GAGE2A,16132.0,6,6,7
PSMB1,16287.0,6,6,7
ZFAND2B,16276.5,6,6,7
SIK2,16347.5,6,6,7
TOMM34,15465.5,6,6,7
MRPL51,16607.5,6,6,7
PTER,16805.5,6,6,7
CCDC38,15915.5,6,6,7
PICALM,15998.5,6,6,7
TMEM99,16488.5,6,6,7
ABCC8,15271.0,6,6,7
CHI3L2,16897.5,6,6,7
FAM175A,16852.5,6,6,7
FAM126B,16309.5,6,6,7
LIG1,15926.5,6,6,7
VPS13D,16674.0,6,6,7
PET117,15460.5,6,6,7
TMEM255A,16335.5,6,6,7
GOLT1B,15546.5,6,6,7
ARL6IP1,15887.0,6,6,8
RBM39,16513.0,6,6,8
ITIH3,16620.5,6,6,8
XPOT,16128.5,6,6,8
FNIP2,15649.5,6,6,8
TEN1,16328.5,6,6,8
HMG20A,15906.5,6,6,8
TMEM189-UBE2V1,16233.5,6,6,8
IFIT2,15464.5,6,6,8
LOC100506388,15226.5,6,6,8
IKZF4,16876.0,6,6,8
KRTAP15-1,16715.5,6,6,8
NACA2,15734.5,6,6,8
COMP,16431.5,6,6,8
AP3B2,15249.5,6,6,8
COASY,15458.5,6,6,8
CEND1,16872.5,6,6,8
TJAP1,15316.5,6,6,8
OR14I1,16748.5,6,6,8
SMIM4,15754.5,6,6,8
C17orf97,16310.5,6,6,8
PDIA5,16359.5,6,6,8
THOC2,15951.5,6,6,8
OLFM3,15569.5,6,6,8
OLIG3,16305.5,6,6,8
SCNN1A,15842.5,6,6,8
ZADH2,16176.5,6,6,8
OR5P3,16900.0,6,6,8
MBD1,16075.5,6,6,8
ABCA13,15463.5,6,6,8
TMEM79,15312.5,6,6,8
AGT,16809.5,6,6,8
2023-09-12 00:00:00,16428.5,6,6,8
KL,15889.5,6,6,8
IDI2,15637.5,6,6,8
LRRC14B,16479.5,6,6,8
CNTN3,16249.5,6,6,8
SUOX,15220.5,6,6,8
MRPL12,15988.5,6,6,8
OPN5,16492.5,6,6,8
UNC5D,16356.5,6,6,8
RNF150,16364.5,6,6,8
TMEM106A,15643.0,6,6,8
NOS3,15963.5,6,6,8
ORM1,15278.5,6,6,8
CCHCR1,16987.5,6,6,8
USP46,15395.5,6,6,8
STK17B,15494.5,6,6,8
ZBED6,16609.5,6,6,8
COL11A1,15680.5,6,6,8
GZMH,15731.5,6,6,8
THG1L,16746.0,6,6,8
KRT82,15573.5,6,6,8
N6AMT1,16028.5,6,6,8
ACOT4,15471.5,6,6,8
NEURL2,15811.5,6,6,8
ZNF326,15902.5,6,6,8
NCOA7,16833.5,6,6,8
OR52E2,16124.5,6,6,8
CBX5,16446.0,6,6,8
OR5M3,16874.5,6,6,9
SAYSD1,15900.5,6,6,9
FAM71D,16962.5,6,6,9
SNRPF,15428.5,6,6,9
TTC33,16440.0,6,6,9
NUP155,15660.5,6,6,9
TCEANC2,16073.5,6,6,9
WEE1,15415.5,6,6,9
ROBO2,16412.5,6,6,9
IDH2,15904.5,6,6,9
PKIB,15849.5,6,6,9
TTLL6,16920.5,6,6,9
RABL2B,15565.5,6,6,9
RIIAD1,16046.5,6,6,9
YJEFN3,15970.5,6,6,9
KIAA1217,16137.5,6,6,9
IRF2BPL,15961.5,6,6,9
LY6K,15778.5,6,6,9
EXOSC8,16422.5,6,6,9
MMP23B,16678.5,6,6,9
HIPK1,15595.5,6,6,9
UCMA,15898.5,6,6,9
TTLL9,15636.5,6,6,9
BAG1,16602.5,6,6,9
AKR1C4,16230.5,6,6,9
EFCAB12,16348.5,6,6,9
ANKRD44,15504.5,6,6,9
BTN1A1,16218.5,6,6,9
MED27,16110.0,6,6,9
RAC3,15381.5,6,6,9
SLC29A1,15982.0,6,6,9
DUSP18,16579.5,6,6,9
DPY30,15591.5,6,6,9
TRMT10B,15668.5,6,6,9
GRAMD1A,16562.0,6,6,9
MINA,15286.5,6,6,9
ARSD,16804.5,6,6,9
FBXL4,15326.5,6,6,9
CLIC2,16643.5,6,6,9
CCAR2,16061.5,6,6,9
CDC42BPG,16343.5,6,6,9
CCDC103,15704.5,6,6,9
SPATA31E1,16630.5,6,6,9
